fc.annotation...c..GeneID...,X15.bam,X18.bam,X2.bam,X33.bam
PRDX3P4,0,0,0,0
PRICKLE2-AS3,0,0,0,0
PRICKLE2-DT,0,1,0,0
LOC105377123,21,13,21,20
RNU6-739P,0,0,0,0
ADAMTS9,3,6,0,1
ADAMTS9-AS1,0,0,0,0
ADAMTS9-AS2,2,3,2,2
LOC105377124,0,0,0,0
LOC107986017,0,0,0,0
LOC105377125,0,0,0,0
LOC105377127,0,2,0,0
LINC02040,0,0,0,0
LOC107986094,2,1,0,0
MAGI1,7,15,5,13
ILF2P1,0,0,0,0
LOC107986018,0,0,0,0
RPL17P17,0,0,0,0
MAGI1-IT1,0,0,0,0
MAGI1-AS1,0,0,0,0
LOC105377128,0,0,0,0
SLC25A26,6,17,19,16
LOC107986095,0,0,0,0
RNU6-787P,0,0,0,0
RN7SL482P,0,0,0,0
DPPA4P1,0,0,0,0
LRIG1,4,9,13,13
LOC105377141,0,0,0,0
LOC107986036,0,0,0,0
RPL21P41,0,0,0,0
LOC105377142,0,2,0,0
LOC105377143,1,0,1,0
LOC105377144,3,8,1,6
KBTBD8,0,0,0,1
MIR4272,0,0,0,0
LOC112267879,0,0,0,0
SUCLG2,12,15,29,27
NDUFB4P1,0,0,0,0
LOC105377148,0,0,0,0
SUCLG2-DT,2,3,1,6
TAFA1,12,13,14,25
COPS8P2,0,0,0,0
LOC107986019,0,0,0,0
LOC105377146,0,0,0,0
RPLP0P8,0,0,0,0
PSMC1P1,3,4,3,5
TAFA4,1,0,1,2
RNA5SP135,0,0,0,0
EOGT,0,0,1,1
TMF1,7,7,12,11
MIR3136,0,0,0,0
UBA3,4,11,16,15
ARL6IP5,12,21,37,43
LMOD3,0,1,0,0
FRMD4B,13,13,18,14
RBM43P1,0,0,0,0
LOC642487,0,0,0,0
MITF,4,4,4,8
RN7SL418P,0,0,0,0
SAMMSON,0,1,0,0
RNPC3P1,0,0,2,0
UQCRHP4,0,0,0,0
LOC105377151,0,3,0,0
MDFIC2,2,0,1,1
LOC105377152,0,0,0,0
COX6CP6,0,0,0,0
HMGB1P36,0,0,0,0
RNU6-281P,0,0,0,0
FOXP1,105,197,221,221
FOXP1-AS1,0,0,0,0
MIR1284,0,0,0,0
LOC105377155,0,1,0,2
EIF4E3,6,19,13,15
GPR27,0,0,2,0
PROK2,1,21,18,1
LOC105377156,0,0,0,1
RN7SL271P,0,0,0,0
LOC105377157,0,0,0,0
UBE2Q2P9,0,0,0,0
LINC00877,0,3,3,4
CCDC137P,0,0,0,0
LINC00870,0,0,0,0
LOC105377158,0,0,0,0
LOC105377159,0,0,0,0
RYBP,24,37,72,45
LOC105377160,0,0,0,0
RNU1-62P,0,0,0,0
LOC105377161,3,4,3,3
LOC102724817,0,0,0,0
LOC105377162,0,0,0,0
RNA5SP136,0,0,0,0
SHQ1,4,1,6,7
LOC107986097,0,0,0,0
LOC107986033,0,0,0,0
PSMD12P1,0,0,0,0
LAPTM4BP2,0,0,0,0
GXYLT2,3,3,1,2
FTH1P23,0,0,0,0
PPP4R2,7,12,18,20
RNU7-19P,0,0,0,0
EBLN2,0,0,0,0
RNU6-557P,0,0,0,0
LOC107986098,3,7,1,1
RNU2-64P,0,0,0,0
GPATCH11P1,0,0,0,0
RNU6-1270P,0,0,0,0
PDZRN3,2,6,2,2
LOC101927296,0,0,0,0
RNU7-119P,0,0,0,0
PDZRN3-AS1,0,0,0,0
LOC111501764,0,0,0,0
LOC105377164,1,0,0,1
LINC02005,1,1,0,2
LINC02047,0,0,0,0
HSP90AB5P,0,0,0,0
AKR1B1P2,0,0,0,0
CNTN3,3,6,3,3
LOC105377166,0,1,0,0
LOC105377167,0,0,0,0
LOC105377168,0,0,0,0
NIPA2P2,0,0,0,0
LOC107986099,0,0,0,0
RN7SL294P,0,0,0,0
HNRNPA3P6,1,0,1,3
MIR4444-2,0,0,0,0
LOC105377207,1,0,0,1
MYLKP1,1,1,0,0
OR7E66P,0,0,1,0
OR7E22P,0,0,0,0
OR7E55P,0,0,0,0
LSP1P2,0,0,0,0
ALG1L6P,0,1,0,0
FAM86DP,0,0,0,0
LINC02018,0,1,0,0
ENPP7P2,0,0,0,0
SNRPCP10,0,0,0,0
RPS3AP15,0,0,0,0
LOC107986101,0,0,0,0
OR7E121P,0,0,0,0
UNC93B3,0,0,0,0
RPL23AP49,0,0,0,0
CLUHP10,0,0,0,0
MIR1324,0,0,0,0
FRG2C,0,0,0,0
AGGF1P3,0,0,0,0
RARRES2P1,0,0,0,0
DUX4L26,0,1,0,0
LINC00960,1,0,0,0
RN7SL92P,0,0,0,0
ZNF717,0,2,0,2
MIR4273,0,0,0,0
ROBO2,12,35,13,32
LOC107986020,0,0,0,0
CAP1P1,0,0,0,0
LOC102724949,0,0,0,0
RNU6-386P,0,0,0,0
VDAC1P7,0,0,0,0
RNU6-217P,0,0,0,0
LOC105377171,4,3,0,3
LINC02077,0,0,0,0
LOC105377173,0,0,0,0
RN7SL647P,0,0,0,0
RN7SKP61,0,0,0,0
MRPS17P3,0,0,0,0
ROBO1,11,12,8,16
RPS12P6,0,0,0,0
RN7SL751P,0,0,0,0
LOC101927374,0,0,0,0
MIR3923,0,0,0,0
HMGB1P38,0,1,0,0
OSBPL9P1,0,0,0,0
HNRNPA3P8,0,0,0,0
LOC105377177,3,0,0,2
LOC105377176,0,0,0,0
LINC02050,0,0,0,0
LOC105377174,0,0,0,0
LINC02027,0,2,0,1
GBE1,8,18,12,10
RNU2-28P,0,0,0,0
SETP6,0,0,0,0
LOC105377178,0,0,0,0
LOC105377179,0,1,1,0
LINC02008,4,7,3,3
RPL7AP23,0,0,0,0
CYP51A1P1,0,0,0,0
LOC101927439,0,0,0,2
LOC105377181,0,0,0,0
LOC105377183,0,0,0,0
LOC105377186,0,0,0,0
LOC105377187,0,0,0,0
SRRM1P2,0,0,0,0
LOC105377188,0,1,1,2
LINC00971,3,4,1,5
LOC100130326,0,0,0,0
LINC02025,0,0,0,0
LOC105377193,0,0,0,0
CADM2,14,23,11,22
SNORA95,0,0,0,0
MIR5688,0,0,0,0
CADM2-AS2,0,0,0,0
THAP12P2,0,0,0,0
LOC102723364,1,3,0,2
RNU6-1129P,0,0,0,0
RN7SKP284,0,0,0,0
LINC02070,0,0,0,0
LOC101927518,0,1,0,2
LOC105377196,0,1,0,0
VGLL3,0,1,2,3
LOC285232,0,0,0,0
PPATP1,0,0,0,0
LINC00506,0,0,0,0
MIR4795,0,0,0,0
CHMP2B,2,8,8,4
POU1F1,0,0,0,0
KRT8P25,0,0,0,0
APOOP2,0,0,0,0
PSMC1P6,0,0,0,1
LOC105377198,1,0,0,1
RNU6-873P,0,0,0,0
HTR1F,2,4,1,6
RNU6ATAC6P,0,0,0,0
CGGBP1,4,9,9,9
ZNF654,0,0,0,0
CBX5P1,0,0,0,0
C3orf38,1,0,1,0
LOC105377202,0,1,1,2
ABCF2P1,0,0,0,0
CSNKA2IP,3,1,0,2
NDUFA5P5,0,0,0,0
ICE2P2,0,0,0,0
GAPDHP50,0,0,0,0
EPHA3,1,6,1,1
MTCO3P6,0,0,0,0
MTATP6P6,0,0,0,0
MTCO2P6,0,0,0,0
MTCO1P6,0,0,0,0
RNU6-712P,0,0,0,0
PROS2P,0,2,0,1
HSPE1P19,0,0,0,0
LOC101930420,2,4,0,2
RNU6-488P,0,0,0,0
PROS1,1,3,0,6
HSPE1P17,0,0,0,0
RNU6-511P,0,0,0,0
ARL13B,4,4,2,4
HMGN1P7,0,0,0,0
STX19,0,0,0,0
DHFR2,0,0,0,0
NSUN3,3,4,9,11
RBBP4P2,0,0,0,0
ARMC10P1,0,0,0,0
LOC105373992,0,0,0,0
WDR82P1,0,0,0,0
LINC00879,1,0,0,1
RPS18P6,0,0,0,0
MTHFD2P1,0,0,0,0
HNRNPKP4,0,0,0,1
MIR8060,0,0,0,0
LOC391556,0,0,0,0
RNU6-1094P,0,0,0,0
MTRNR2L12,119,184,134,198
RPL18AP8,0,0,0,0
RCC2P5,0,0,0,0
CDV3P1,0,0,0,0
EPHA6,11,5,6,11
LOC107986103,0,0,0,0
LOC101929278,0,0,0,0
ARL6,1,2,1,0
LOC101929298,0,0,0,0
CRYBG3,1,5,2,2
LOC105373994,0,0,0,0
RIOX2,0,0,1,0
GABRR3,0,1,0,1
OR5BM1P,0,0,0,0
OR5AC1,0,0,0,0
OR5AC2,0,0,0,0
OR5AC4P,0,0,0,0
POU5F1P7,0,0,0,0
OR5H1,0,0,0,0
OR5H14,0,0,0,0
LOC105373996,0,0,0,0
OR5H15,0,0,0,0
LOC105373998,1,0,0,1
LOC105373997,0,0,0,0
OR5H5P,0,0,0,0
OR5H3P,0,0,0,0
OR5H4P,0,0,0,0
LOC101929320,0,0,0,0
OR5H7P,0,0,0,0
LOC105373999,3,0,0,2
OR5H6,0,0,0,0
OR5H2,0,0,0,0
OR5H8,0,0,0,0
OR5K4,0,0,0,0
LOC105374000,0,0,0,0
OR5K3,0,0,0,0
UBFD1P1,0,0,1,0
OR5K1,0,0,0,0
OR5K2,0,0,0,0
CLDND1,3,3,10,6
RPL38P4,0,1,0,1
GPR15,0,0,1,1
CPOX,1,3,3,3
RPL19P7,0,0,0,0
WWP1P1,0,0,0,0
ST3GAL6-AS1,0,1,0,1
ST3GAL6,5,3,1,5
PDLIM1P4,0,0,0,0
DCBLD2,1,2,2,2
RNU6-26P,0,0,0,0
LOC105374002,0,0,0,0
RNU6-1263P,0,0,0,0
LOC105374003,0,0,0,0
ACTG1P13,0,0,0,0
LOC107986104,0,0,0,0
LOC105374004,0,0,0,0
LOC105374007,2,3,0,4
LOC105374005,0,0,0,0
LOC105374006,0,0,0,0
COL8A1,2,0,1,1
HP09053,0,0,0,0
CMSS1,1,1,1,2
FILIP1L,0,0,0,0
LOC100506400,0,0,0,0
LOC112268455,0,0,0,0
MIR3921,0,0,0,0
LOC105374010,0,0,0,0
LOC105374009,0,0,0,0
TMEM30CP,0,0,0,0
DUSP12P1,0,0,0,0
VTI1BP1,0,0,0,0
TBC1D23,4,7,14,3
NIT2,1,0,5,2
TOMM70,4,2,13,11
LNP1,0,3,0,1
TMEM45A,0,2,1,1
ADGRG7,0,4,0,0
GMFBP1,0,0,0,0
TFG,3,12,20,10
ABI3BP,1,5,2,3
LOC100421580,0,0,0,0
RNU6-865P,0,0,0,0
ACTR3P3,0,0,0,0
IMPG2,0,2,0,2
SENP7,13,20,21,20
ZNF90P1,0,0,0,0
FAM136CP,0,0,0,0
BTF3P16,0,0,0,0
FAM172BP,0,0,0,0
TRMT10C,0,2,3,4
PCNP,4,11,16,11
RPS18P5,0,0,0,0
RPL32P7,0,0,0,0
RNU6-1256P,0,0,0,0
ZBTB11,5,7,13,19
RNY1P12,0,0,0,0
ZBTB11-AS1,0,0,0,1
RPL24,12,20,40,23
PDCL3P4,0,1,0,1
CEP97,3,4,2,8
NXPE3,3,4,7,7
NFKBIZ,12,14,35,14
LINC02085,1,1,1,4
LOC101929411,0,0,0,0
LOC107986105,0,0,0,0
ZPLD1,1,0,1,2
LOC105374016,2,3,0,1
LOC107986106,0,0,0,0
LOC105374017,0,0,0,0
RNU6-461P,0,0,0,0
LOC105374018,0,1,0,0
RNU1-43P,0,0,0,0
NDUFA4P2,0,0,0,0
MIR548AB,0,0,0,0
LOC644681,0,0,0,0
TUBBP11,0,0,0,0
RAP1BP2,0,0,0,0
TRE-CTC12-1,0,0,0,0
LOC105374019,0,0,0,0
LOC105374020,0,0,1,2
LOC391562,0,0,0,0
LOC105374021,0,0,0,0
LOC107986107,0,0,0,0
LOC107986108,3,2,1,4
LOC105374023,0,1,0,0
ALCAM,4,8,15,12
CBLB,16,42,78,80
LOC107986109,0,0,0,0
LOC105374024,0,0,0,0
LOC105374026,0,0,0,0
LOC105374027,0,1,0,0
LOC107986110,0,0,0,0
LOC107986112,0,0,0,0
LOC101929485,2,2,0,3
LOC105374029,0,0,0,0
LOC101929534,0,0,0,0
FCF1P3,0,0,0,0
MTND4P16,0,0,0,0
MTND4LP3,0,1,0,0
MTND3P6,0,0,0,0
MTCO3P35,0,0,0,0
MTND5P16,0,1,0,0
MTND6P6,0,0,0,0
MTND1P16,0,0,0,0
NMTRQ-TTG4-1,0,0,0,0
MTND2P14,0,0,0,0
LOC107986021,0,0,0,0
RNU6-1308P,0,0,0,0
LOC344593,0,0,0,1
LINC00882,4,3,0,1
DUBR,1,3,2,0
CSP2,0,0,0,0
CCDC54,0,0,0,0
LOC101929579,0,0,0,0
LINC01990,1,1,0,1
BBX,26,37,58,43
LINC00635,1,3,1,0
LINC00636,0,0,0,0
CD47,8,27,36,35
LOC105374031,1,0,0,1
LINC01215,0,4,3,1
IFT57,0,1,6,5
HHLA2,0,1,0,2
HNRNPA1P17,0,0,0,0
MYH15,1,2,5,8
RPL13P8,0,0,0,0
CIP2A,1,0,0,1
DZIP3,6,5,3,8
LOC105374033,0,0,0,0
LOC105374034,0,0,0,0
RETNLB,0,0,0,0
TRAT1,4,5,18,9
GUCA1C,0,1,0,2
MORC1,4,4,1,0
MORC1-AS1,0,0,0,0
C3orf85,0,0,0,0
LINC00488,0,0,0,0
RNU6-1236P,0,0,0,0
LOC100419877,0,0,0,0
DPPA2,0,1,0,1
DPPA4,0,0,0,0
LOC100129989,0,0,0,0
H3P12,0,0,0,0
LINC01205,2,1,0,0
PPIAP15,0,0,0,0
MIR4445,0,0,0,0
DIMT1P1,0,0,0,0
NFYBP1,0,0,0,0
LOC105377811,1,0,0,0
LOC105374036,0,0,0,1
RNU6ATAC15P,0,0,0,0
LOC105374037,2,3,0,1
RPSAP29,0,0,0,0
LOC151760,0,2,1,1
NECTIN3-AS1,0,0,0,0
NECTIN3,2,2,2,1
LOC105374038,0,0,0,0
LOC105374039,2,4,1,3
ATP6V0CP2,0,0,0,0
CD96,15,16,50,32
ZBED2,0,0,0,0
NT5C3AP2,0,0,0,0
PLCXD2,1,6,4,1
PLCXD2-AS1,0,0,0,0
PHLDB2,2,1,4,2
LOC107984087,0,0,0,0
LOC105374040,0,0,0,0
ABHD10,1,1,5,5
TAGLN3,0,0,0,0
RFKP2,0,0,0,0
TMPRSS7,0,0,0,3
C3orf52,0,0,0,0
MIR567,0,0,0,0
GCSAM,0,0,1,0
TBILA,0,0,0,0
SLC9C1,0,4,0,1
LOC100420831,0,0,0,0
LOC100532749,0,0,0,0
LOC105374042,0,0,0,0
CD200,0,2,0,2
LOC105374041,1,0,0,0
LOC112268446,2,3,3,6
BTLA,3,7,0,4
OR7E100P,0,0,0,0
ATG3,5,6,8,6
SLC35A5,0,1,1,4
CCDC80,1,2,0,1
LOC100653395,2,3,2,2
LINC02042,0,0,0,1
MIR9900,0,0,0,0
CD200R1L-AS1,1,0,0,0
CD200R1L,0,2,0,1
CD200R1,2,3,0,2
GTPBP8,0,2,2,1
NEPRO,2,7,7,14
NEPRO-AS1,3,1,2,7
LINC02044,0,0,0,0
LOC102723430,0,0,0,0
BOC,0,3,0,1
CFAP44,2,4,2,4
LOC101180897,0,0,0,0
PHF5DP,0,0,0,0
CFAP44-AS1,0,0,0,0
MIR8076,0,0,0,0
SPICE1,2,0,3,5
SIDT1,11,15,22,23
MIR4446,0,0,0,0
RN7SL767P,0,0,0,1
USF3,14,19,27,9
NAA50,5,15,41,16
ATP6V1A,5,29,12,15
GRAMD1C,4,8,6,4
RPS10P4,0,0,0,0
LOC100420528,0,0,0,0
VPS26AP1,0,0,0,0
ZDHHC23,0,1,0,0
CCDC191,1,3,2,2
LOC100127892,0,0,0,0
LOC105374048,0,0,0,0
QTRT2,2,3,5,5
H2BP3,0,0,0,0
DRD3,3,0,1,2
LOC107986115,0,2,0,0
FAM214BP1,0,0,0,0
ZNF80,1,0,0,1
TIGIT,0,1,4,16
ZBTB20,54,74,107,131
MIR568,0,0,0,0
ZBTB20-AS1,0,0,0,0
ZBTB20-AS5,0,0,0,0
MIR4796,0,0,0,0
ZBTB20-AS3,0,0,0,0
YBX1P3,0,0,0,0
ZBTB20-AS4,0,0,0,0
LOC101926886,3,3,2,5
EIF4E2P2,0,0,0,0
LOC105374051,0,0,0,0
GAP43,1,1,1,1
LSAMP,10,11,3,5
RN7SL815P,0,0,0,0
LOC105374053,0,0,0,0
SNORD155,0,0,0,0
LOC107986116,0,0,0,0
LOC105374052,0,0,0,0
LSAMP-AS1,0,0,0,0
LINC00903,0,0,0,0
RN7SL582P,0,0,0,0
BZW1P2,0,4,3,3
TUSC7,0,0,0,0
MIR4447,0,0,0,0
LINC00901,0,0,0,0
RNU5E-8P,0,0,0,0
PTMAP8,0,0,1,1
LOC105374054,0,0,0,0
LOC105374056,0,1,0,0
RNU6-1200P,0,0,0,0
LOC100421670,0,0,0,0
LINC02024,0,0,0,0
LOC107986022,2,3,1,5
LOC101926953,0,0,0,0
LOC105374058,0,0,0,0
LOC105374060,3,3,0,7
LOC101926968,0,0,0,0
LOC107983969,0,0,0,0
LOC105374059,0,0,0,0
IGSF11,3,3,5,6
IGSF11-AS1,0,0,0,0
TEX55,1,0,0,0
UPK1B,0,0,3,1
B4GALT4,0,0,1,2
B4GALT4-AS1,3,0,0,1
ARHGAP31,2,7,9,7
RPS26P21,0,0,0,0
ARHGAP31-AS1,0,0,0,0
RNU6-1127P,0,0,0,0
TMEM39A,0,4,8,4
POGLUT1,2,1,5,10
TIMMDC1,0,3,1,3
CD80,1,0,0,2
CSRP2P1,0,0,0,0
LOC107986118,0,0,0,0
ADPRH,1,2,0,0
PLA1A,0,0,0,1
LOC105374062,0,0,0,0
RPL10P7,1,3,3,3
POPDC2,0,1,1,1
COX17,1,1,6,2
LOC105374063,0,0,0,0
LOC105374064,0,0,0,0
CFAP91,0,2,0,2
NR1I2,0,1,1,0
PHB1P8,0,0,0,0
GSK3B,19,19,38,21
LOC100129707,0,0,0,0
MIR6529,0,0,0,0
GSK3B-DT,0,1,0,0
RN7SL762P,0,0,0,0
RN7SL397P,0,0,0,0
LOC105374065,0,0,1,0
GPR156,0,2,0,0
LOC442087,0,0,0,0
LRRC58,6,7,13,8
LRRC58-DT,0,1,0,0
FSTL1,0,0,0,0
MIR198,0,0,0,0
LOC107986120,0,0,0,0
LOC107986121,0,1,1,0
RPL34P9,0,0,0,0
NDUFB4,1,2,12,2
HGD,1,1,2,1
RABL3,0,0,10,4
MTCO1P29,0,0,0,0
MTCO2P29,0,0,0,0
GTF2E1,0,1,2,0
NAP1L1P3,0,0,1,0
LINC02049,0,0,0,0
LOC105374069,1,0,0,2
STXBP5L,1,10,3,4
MIR5682,0,0,0,0
LOC100419755,0,0,0,0
LOC100422044,0,0,0,0
POLQ,5,3,1,4
RPL7AP11,0,0,0,0
ARGFX,1,2,0,0
FBXO40,0,0,0,1
HCLS1,24,26,43,41
RN7SL172P,0,0,0,0
RNU4-62P,0,0,0,0
GOLGB1,7,31,34,36
IQCB1,7,7,5,13
EAF2,1,1,3,4
SLC15A2,2,3,0,3
ILDR1,0,1,1,1
LOC101927010,0,0,0,0
CD86,6,6,8,8
CASR,2,5,1,2
HNRNPA1P23,0,0,0,0
CSTA,6,12,13,4
MIX23,2,2,2,8
FAM162A,4,1,7,3
WDR5B,0,0,1,1
WDR5B-DT,2,1,0,1
KPNA1,7,1,18,9
LOC107984000,0,0,0,0
LOC105374071,0,0,0,0
PARP9,0,2,1,1
DTX3L,2,2,12,12
PARP15,3,4,13,11
LOC100421636,0,0,0,0
EIF4BP8,0,0,0,0
PARP14,4,20,29,27
HSPBAP1,8,14,29,11
SLC49A4,14,16,29,20
LINC02035,0,1,0,0
SEMA5B,3,1,2,1
LOC112268448,0,0,0,0
PDIA5,1,7,1,1
MIR7110,0,0,0,0
SEC22A,9,8,17,11
ADCY5,3,3,0,1
HACD2,6,6,8,6
MYLK-AS1,0,0,0,3
MYLK,5,7,0,4
MYLK-AS2,0,0,0,0
LOC105369194,0,0,0,0
CCDC14,1,5,11,12
ROPN1,1,0,0,0
KALRN,45,30,34,39
MIR5002,0,0,0,0
RPL7P15,0,0,0,0
LOC105374077,0,0,0,0
MIR6083,0,0,0,0
LOC107986123,0,0,0,0
RNU6-143P,0,0,0,0
LOC105374076,0,0,0,0
LOC100420144,0,0,0,0
UMPS,1,2,0,1
MIR544B,0,0,0,0
RPS26P22,0,0,0,0
ITGB5,3,8,2,8
ENO1P3,0,0,0,0
MUC13,0,0,0,0
HEG1,5,9,13,18
RNA5SP137,0,0,0,0
SLC12A8,2,6,2,0
RNU6-230P,0,0,0,0
MIR5092,0,0,0,0
ZNF148,19,32,36,36
DUTP1,0,0,0,0
DNAJB6P7,0,0,0,0
LOC105374080,0,0,0,1
RNU6-232P,0,0,0,0
LOC105374081,0,0,0,1
SNX4,4,12,9,6
OSBPL11,5,5,14,10
LOC100419966,0,0,0,0
LOC100419969,0,0,0,0
OR7E130P,0,0,0,0
OR7E29P,0,0,0,0
OR7E93P,0,0,0,0
OR7E53P,0,0,0,0
OR7E97P,0,0,0,0
LOC112267908,1,0,1,0
LOC105374312,0,0,0,0
RPS24P9,0,0,0,0
MIR548I1,0,0,0,0
RPS3AP14,0,0,0,0
SNRPCP11,0,0,0,0
LINC02614,0,0,0,0
ENPP7P4,0,0,0,0
LOC102723696,0,0,0,0
FAM86JP,0,0,0,0
ALG1L,2,1,0,0
LOC100533621,0,0,0,0
ROPN1B,0,0,0,0
SLC41A3,1,5,3,2
LOC105374085,0,0,0,0
SLC41A3-AS1,0,0,0,0
ALDH1L1,1,0,0,1
ALDH1L1-AS1,0,0,0,0
LOC105374083,0,0,0,0
RNU1-30P,0,0,0,0
ALDH1L1-AS2,0,0,0,0
LOC107986124,0,0,0,0
KLF15,1,1,0,0
LOC105374088,0,0,0,0
LOC107986044,0,0,1,0
CFAP100-DT,0,0,0,0
CFAP100,1,0,1,2
ZXDC,7,7,12,13
UROC1,0,1,0,0
CHST13,0,0,0,0
C3orf22,1,0,0,0
LOC105374090,0,2,0,0
RNA5SP138,0,0,0,0
TXNRD3,2,2,0,2
LOC100419878,0,0,0,0
NUP210P1,0,0,0,0
LOC645852,0,0,0,0
CHCHD6,4,2,1,9
RCC2P4,0,0,0,0
PLXNA1,1,0,1,1
C3orf56,0,0,0,0
LOC101060159,0,0,0,0
RNU6-1047P,0,0,0,0
PRR20G,0,0,0,0
LINC02016,1,0,0,2
LOC105374094,0,0,0,0
LINC01471,0,0,1,0
LINC02034,0,0,0,0
TPRA1,3,0,3,5
MIR6825,0,0,0,0
MIR7976,0,0,0,0
MCM2,0,1,1,1
LOC107986126,0,0,0,0
PODXL2,0,2,0,2
ABTB1,14,6,5,5
MGLL,3,3,1,5
LOC107986127,0,0,0,0
LOC107986129,1,1,0,0
LOC105374096,0,0,0,0
KBTBD12,0,0,0,2
RNA5SP139,0,0,0,0
LOC102723759,0,0,2,0
SEC61A1,0,0,0,0
RUVBL1,3,2,2,5
RNU2-37P,0,0,0,0
RUVBL1-AS1,0,0,0,0
RNU6-823P,0,0,0,0
EEFSEC,4,7,14,10
DNAJB8,0,0,0,0
DNAJB8-AS1,0,0,0,0
GATA2,1,4,3,0
GATA2-AS1,0,0,1,1
LOC90246,0,0,0,0
TMED10P2,0,0,0,0
LINC01565,0,0,0,0
RPN1,0,6,10,7
POU5F1P6,0,0,0,1
RAB7A,18,26,66,12
MARK2P8,0,0,0,0
FTH1P4,0,0,0,0
RN7SL698P,0,0,0,0
RPS15AP16,0,0,0,0
MARK2P17,0,0,0,0
MIR12124,0,0,0,0
MARK3P3,0,0,0,0
MARK2P6,0,1,0,0
LOC653712,0,1,0,0
ACAD9,0,1,2,3
CFAP92,3,2,2,7
EFCC1,0,0,1,0
LOC100130760,0,0,0,0
GP9,0,0,1,0
RAB43,0,0,0,0
ISY1-RAB43,0,2,1,0
ISY1,0,0,0,0
CNBP,7,16,30,21
LOC105374101,0,2,0,1
RPS27P12,0,0,0,0
LOC105374102,0,0,0,0
COPG1,4,3,6,7
MIR6826,0,0,0,0
HMCES,4,10,19,10
H1-10,7,8,30,9
H1-10-AS1,0,0,0,0
NUP210P3,0,0,0,0
MARK2P3,1,0,0,0
LOC100421508,0,0,0,0
RPL32P3,8,5,4,12
SNORA7B,0,0,0,0
EFCAB12,1,2,2,0
MBD4,5,25,15,23
IFT122,2,1,1,0
RHO,1,0,0,0
H1-8,0,1,0,0
PLXND1,1,5,15,5
RN7SL752P,0,0,0,0
TMCC1,21,28,46,18
RNY3P13,0,0,0,0
TMCC1-DT,0,0,1,0
TRH,0,0,0,0
RPS17P9,0,0,0,0
OR7E129P,0,0,0,0
OR7E21P,0,0,0,0
ALG1L2,0,0,0,0
LINC02014,0,0,0,0
FAM86HP,0,0,0,0
LINC02021,0,0,0,0
LOC105374103,0,0,0,0
LOC107986131,0,0,0,0
LOC107986133,0,0,0,0
ENPP7P3,0,0,0,0
SNRPCP8,0,0,0,0
COL6A4P2,3,1,0,3
LOC105374106,0,0,0,0
LOC100507083,0,0,0,0
COL6A5,0,0,1,1
COL6A6,2,2,1,2
PIK3R4,6,9,4,6
LOC107986023,0,0,0,2
RN7SKP212,0,0,0,0
LOC105374107,0,0,0,0
GSTO3P,0,0,0,0
LOC105374108,0,0,0,0
ATP2C1,5,5,8,9
LOC100420832,0,0,0,0
LOC100420298,0,0,0,0
ASTE1,0,0,0,1
NEK11,3,0,0,6
LOC107986024,0,0,0,0
RNU6-726P,0,0,0,0
NUDT16-DT,1,0,2,3
NUDT16L2P,0,0,0,0
NUDT16,0,1,2,3
LOC107986025,0,0,0,0
LOC105374110,0,0,0,0
MRPL3,2,11,8,6
SNORA58,0,0,0,0
LOC105374114,0,0,1,1
BCL2L12P1,0,0,0,0
CPNE4,7,13,6,8
LOC105374113,0,0,0,0
MIR5704,0,0,0,0
LOC105374111,0,0,0,0
PSMC2P1,0,0,0,0
TRC-GCA6-1,0,0,0,0
TRC-GCA9-1,0,0,0,0
RPL7P16,0,0,0,0
ACP3,1,5,1,2
LOC100130550,0,0,0,0
NIP7P2,0,0,0,0
DNAJC13,4,8,8,9
NPHP3-ACAD11,0,0,0,0
ACAD11,0,0,0,0
ACKR4,0,0,0,0
HSPA8P19,0,0,0,0
UBA5,0,0,0,0
NPHP3,0,0,0,0
NPHP3-AS1,1,2,0,2
LOC105374115,0,0,0,0
TMEM108,1,4,2,5
TMEM108-AS1,0,0,0,0
LOC101927432,0,0,0,0
BFSP2,1,1,0,0
BFSP2-AS1,0,1,0,1
LOC391578,0,0,0,0
CDV3,7,8,29,15
TOPBP1,2,8,10,2
TF,3,2,0,2
RNU6-678P,0,0,0,0
INHCAP,0,0,0,0
RNA5SP140,0,0,0,0
LOC100421637,0,0,0,0
SRPRB,0,1,3,4
LOC105374116,0,0,0,0
RAB6B,0,1,0,1
C3orf36,0,0,0,0
SLCO2A1,2,1,0,0
LINC02000,0,0,1,0
LOC105374117,0,0,0,0
RYK,8,14,17,11
HMGB3P14,0,0,0,0
LINC02004,0,0,1,0
LOC105374118,0,0,0,0
RPL39P5,0,0,0,0
AMOTL2,0,0,0,0
MIR6827,0,0,0,0
HMGN1P9,0,0,0,0
HMGB3P13,0,0,0,0
MIR4788,0,0,0,0
ANAPC13,0,2,5,2
CEP63,42,47,70,22
LOC100421154,0,0,0,0
KY,0,0,0,0
RNU6-1174P,0,0,0,0
RNA5SP141,0,0,0,0
EPHB1,13,22,23,4
LOC105374121,0,0,0,0
LOC105374120,0,0,0,0
LOC102724019,0,0,0,0
LOC105374122,1,2,0,2
LOC105374123,0,0,0,0
LOC105374124,0,0,0,0
NDUFS6P1,0,0,0,0
PPP2R3A,2,6,4,6
LOC107986135,0,0,0,0
LOC100420050,0,0,0,0
MSL2,2,7,7,16
TDGF1P6,0,0,0,0
RPL31P23,0,0,0,0
PCCB,1,0,5,4
